,ID,incidence,product_cat,product_cat1,product_cat2,brand_1,brand_2,brand_3,quant_1,quant_2,quant_3,total_quantity,item_price_1,item_price_2,item_price_3,total price,creation_hour,creation_week,creation_day,dest_long,dest_lat,zip_code,population_denisty,median_household_income,sex,distance,DOB_year,age,Settlement_size,Labels,Segment K-means PCA,creation_time
2212,P11208891,1,Edibles,No info,No info,Sira Naturals,Good Chemistry Nurseries,Strane,1,2,1,4,60.0,120.0,55.0,235.00,9,15,3,-71.212147,42.3677939,2472.0,7942.0,87775.0,0.0,2.464,1958.0,64.0,1.0,Standard,2.0,2021-04-14
2213,P11080581,1,Flower,Flower,Flower,Sira Naturals Premium,Nantucket Nuggets,Sira Naturals Limited Release,2,2,1,5,120.0,140.0,60.0,320.00,16,15,1,-71.082571,42.187363,2368.0,3192.0,62152.0,0.0,29.815,1958.0,64.0,1.0,Working Professional,0.0,2021-04-12
2214,P11152195,1,Concentrate,No info,No info,Chroma,Middlesex Integrative Medicine,,3,1,0,4,180.0,55.0,0.0,235.00,7,15,3,-71.1838638,42.4260841,2474.0,8620.0,87225.0,1.0,10.521,1946.0,76.0,1.0,Standard,2.0,2021-04-14
2215,P11078679,1,Vapes,No info,No info,1906,,,3,0,0,3,180.0,0.0,0.0,180.00,11,15,2,-71.188041,42.4349882,2420.0,2134.0,147924.0,0.0,1.4591,1958.0,64.0,0.0,Standard,2.0,2021-04-13
2216,P11207174,1,No info,Flower,No info,Wicked Sour,Root 90,,1,1,0,2,110.0,55.0,0.0,165.00,8,15,2,-71.093,42.26454,2186.0,2075.0,111071.0,1.0,14.222,1998.0,24.0,1.0,Working Professional,0.0,2021-04-13
2217,P11161651,1,Edibles,Edibles,Edibles,Root 90,1906,1906,4,1,1,6,180.0,45.0,45.0,625.00,7,15,3,-71.1666441,42.450486,1890.0,3546.0,131000.0,0.0,4.291,1956.0,66.0,1.0,Standard,2.0,2021-04-14
2218,P11198807,1,Flower,Flower,Flower,Sira Naturals,Sira Naturals Top-Shelf,Nantucket Nuggets,1,1,1,3,70.0,50.0,70.0,190.00,14,15,1,-71.0828791,42.2742429,2126.0,12277.0,45238.0,1.0,2.0477,1956.0,66.0,1.0,Well-Off,1.0,2021-04-12
2219,11172238,1,Flower,Flower,No info,Origyn,Sira Naturals Limited Release,Mayflower (MA),2,2,2,6,120.0,120.0,110.0,460.00,17,15,2,-71.1437144,42.4289791,2155.0,7072.0,73567.0,1.0,4.8178,1956.0,66.0,2.0,Well-Off,1.0,2021-04-13
2220,p11066926,1,Edibles,Pre-rolls,Pre-rolls,Sira Naturals,Mayflower (MA),Mayflower (MA),1,1,1,3,20.0,15.0,15.0,258.34,7,15,3,-71.130083,42.411072,2144.0,22082.0,78380.0,0.0,3.4206,1991.0,31.0,1.0,Well-Off,1.0,2021-04-14
2221,P111132331,1,Flower,Edibles,Edibles,Cresco ,Chroma,1906,2,1,1,4,120.0,10.0,45.0,280.00,9,15,2,-71.1266146,42.3922731,2140.0,15262.0,71908.0,0.0,2.879,1965.0,57.0,0.0,Well-Off,1.0,2021-04-13
2222,P11189235,1,Flower,Flower,No info,Sira Naturals Premium,Sira Naturals Limited Release,,2,2,0,4,120.0,120.0,0.0,240.00,11,15,2,-71.0851383,42.2764184,2126.0,12277.0,45238.0,0.0,2.5909,1985.0,37.0,1.0,Well-Off,1.0,2021-04-13
2223,p11071126,1,Concentrate,Flower,Flower,Jimmy's Choice,Sira Naturals Limited Release,Sira Naturals Limited Release,1,1,1,3,80.0,60.0,60.0,200.00,13,15,2,-71.153249,42.24578,2026.0,2412.0,84704.0,1.0,10.147,1985.0,37.0,1.0,Working Professional,0.0,2021-04-13
2224,P11207214,1,Flower,No info,No info,Sira Naturals,Cresco ,Patriot Care,1,1,1,3,55.0,55.0,55.0,355.00,8,15,2,-71.1467315,42.2848736,2131.0,11505.0,66735.0,0.0,6.5036,1971.0,51.0,1.0,Well-Off,1.0,2021-04-13
2225,P11053981,1,No info,Edibles,Flower,Origyn,Chroma,Sira Naturals Top-Shelf,1,6,1,8,55.0,60.0,50.0,235.00,7,15,3,-71.128719,42.400749,2144.0,22082.0,78380.0,0.0,1.596,1959.0,63.0,1.0,Well-Off,1.0,2021-04-14
2226,p11071126,1,Edibles,Edibles,Edibles,Chroma,Curaleaf,Cannatini,1,1,1,3,30.0,50.0,30.0,205.00,8,15,2,-71.1498879,42.2937005,2132.0,5670.0,83360.0,1.0,1.0995,1972.0,50.0,1.0,Well-Off,1.0,2021-04-13
2227,p11031066,1,Pre-rolls,Pre-rolls,Flower,Jimmy's Choice,Mayflower (MA),Mayflower (MA),2,5,5,12,50.0,75.0,75.0,352.06,17,15,3,-71.220202,42.275359,2492.0,2092.0,137839.0,1.0,1.0147,1974.0,48.0,0.0,Standard,2.0,2021-04-14
2228,p11170313,1,Edibles,Edibles,Edibles,Sira Naturals Premium,253,Betty's Eddies,5,1,1,7,150.0,30.0,20.0,210.00,16,15,1,-71.230211,42.276768,2492.0,2092.0,137839.0,0.0,2.9165,1984.0,38.0,0.0,Standard,2.0,2021-04-12
2229,P11041890,1,Concentrate,Concentrate,Concentrate,Nantucket Nuggets,Origyn,Origyn,1,2,1,4,70.0,140.0,70.0,320.00,8,15,2,-71.417528,42.275416,1702.0,4598.0,53944.0,0.0,20.331,1983.0,39.0,1.0,Working Professional,0.0,2021-04-13
2230,P11206148,0,Pre-rolls,Pre-rolls,Flower,Root 90,Mayflower (MA),Mayflower (MA),2,5,5,12,50.0,75.0,75.0,352.06,15,15,1,-71.220202,42.275359,2492.0,2092.0,137839.0,1.0,9.6633,1974.0,48.0,0.0,Standard,2.0,2021-04-12
2231,P11070271,1,Edibles,Edibles,Edibles,Sira Naturals Top-Shelf,Chroma,Chroma,1,1,1,3,15.0,48.0,16.0,169.00,15,14,7,-71.2412262,42.2901823,2494.0,3236.0,104543.0,0.0,10.96,1951.0,71.0,0.0,Standard,2.0,2021-04-11
2232,P11194741,1,Flower,No info,Flower,Middlesex Integrative Medicine,Mayflower (MA),Mayflower (MA),1,1,1,3,70.0,55.0,55.0,245.00,17,15,1,-71.3458085,42.280607,1760.0,2214.0,95328.0,1.0,7.8939,1979.0,43.0,1.0,Working Professional,0.0,2021-04-12
2233,P11152195,1,Flower,No info,Edibles,Sira Naturals Premium,Patriot Care,The Heirloom Collective,2,1,1,4,120.0,110.0,24.0,314.00,17,15,3,-71.115038,42.390653,2144.0,22082.0,78380.0,0.0,0.2129,1993.0,29.0,1.0,Well-Off,1.0,2021-04-14
2234,P11050852,1,Flower,Flower,Edibles,Chroma,Sira Naturals Top-Shelf,Chroma,1,1,1,3,60.0,50.0,20.0,250.00,7,15,4,-71.0937917,42.3660819,2139.0,23355.0,71745.0,1.0,3.5975,1989.0,33.0,1.0,Well-Off,1.0,2021-04-15
2235,P11139143,1,No info,Flower,No info,Fernway,Sira Naturals Limited Release,Jimmy's Choice,1,1,1,3,55.0,60.0,55.0,280.00,14,15,3,-71.064631,42.313847,2125.0,15611.0,45130.0,1.0,17.241,1975.0,47.0,1.0,Well-Off,1.0,2021-04-14
2236,P11218425,1,No info,No info,No info,,,,0,0,0,0,0.0,0.0,0.0,,20,15,3,-71.084211,42.375733,2143.0,15945.0,68440.0,0.0,2.1095,1995.0,27.0,1.0,Well-Off,1.0,2021-04-14
2237,p11121095,1,No info,No info,No info,Origyn,,,0,0,0,0,0.0,0.0,0.0,,20,15,3,-71.0828791,42.2742429,2126.0,12277.0,45238.0,1.0,8.9173,1956.0,66.0,1.0,Well-Off,1.0,2021-04-14
2238,P11178503,1,Edibles,Edibles,No info,Chroma,Chroma,,2,2,0,4,120.0,180.0,0.0,300.00,12,15,3,-71.0581296,42.3749129,2129.0,12192.0,86346.0,1.0,4.0337,1967.0,55.0,0.0,Well-Off,1.0,2021-04-14
2239,P11042482,1,Flower,Concentrate,Concentrate,Sira Naturals Top-Shelf,Origyn,Origyn,2,3,3,8,140.0,210.0,210.0,1505.00,12,15,3,-71.059913,42.364708,2114.0,26694.0,80500.0,0.0,1.6564,1982.0,40.0,0.0,Well-Off,1.0,2021-04-14
2240,P11169047,1,Edibles,Edibles,Edibles,Sira Naturals Limited Release,Mindy's Edibles,Incredibles,1,1,1,3,24.0,30.0,30.0,219.00,7,15,3,-71.097927,42.246554,2186.0,2075.0,111071.0,1.0,4.1078,1981.0,41.0,1.0,Standard,2.0,2021-04-14
2241,P11070398,1,Flower,No info,Concentrate,Sira Naturals Limited Release,NonMed,Origyn,2,1,1,4,140.0,3.0,60.0,203.19,7,15,4,-71.0113553,42.4218794,2151.0,8833.0,51863.0,1.0,11.722,1990.0,32.0,2.0,Well-Off,1.0,2021-04-15
2242,p11183960,1,No info,No info,Edibles,Mayflower (MA),Mayflower (MA),1906,1,1,1,3,60.0,55.0,45.0,160.00,9,15,3,-71.0048349,42.233773,2169.0,6137.0,58669.0,0.0,15.932,1982.0,40.0,2.0,Working Professional,0.0,2021-04-14
2243,p11097524,1,No info,No info,No info,Berkshire Roots,253,Cresco ,2,1,1,4,110.0,55.0,55.0,280.00,14,15,3,-71.034224,42.365294,2128.0,8352.0,48704.0,1.0,8.9736,1979.0,43.0,2.0,Well-Off,1.0,2021-04-14
2244,P11190246,1,Vapes,Vapes,Flower,,Entourage,Nantucket Nuggets,1,1,1,3,100.0,100.0,70.0,270.00,16,15,3,-71.154167,42.23002,2026.0,2412.0,84704.0,1.0,18.195,1977.0,45.0,1.0,Working Professional,0.0,2021-04-14
2245,P11205375,1,Edibles,Edibles,Vapes,Root 90,Wicked Sour,Origyn,1,1,1,3,60.0,60.0,65.0,315.00,13,15,3,-71.147091,42.236482,2026.0,2412.0,84704.0,1.0,1.5594,1963.0,59.0,1.0,Working Professional,0.0,2021-04-14
2246,11187217,1,Pre-rolls,Pre-rolls,Pre-rolls,CAC,The Heirloom Collective,Mayflower (MA),2,1,1,4,50.0,13.0,15.0,163.00,17,15,3,-71.088198,42.345381,2115.0,40159.0,27134.0,0.0,10.289,1991.0,31.0,1.0,Well-Off,1.0,2021-04-14
2247,P11168049,1,Flower,Flower,Flower,Entourage,Root 90,Root 90,1,1,1,3,60.0,85.0,55.0,255.00,13,15,3,-71.1787583,42.3658836,2472.0,7942.0,87775.0,0.0,11.052,1953.0,69.0,1.0,Standard,2.0,2021-04-14
2248,P11085885,1,Flower,No info,Flower,Chroma,Mayflower (MA),Nantucket Nuggets,2,2,1,5,120.0,110.0,70.0,450.00,13,15,3,-71.1487275,42.246383,2026.0,2412.0,84704.0,1.0,2.5501,1966.0,56.0,1.0,Working Professional,0.0,2021-04-14
2249,p11084604,1,Flower,Vapes,Pre-rolls,Betty's Eddies,Northeast Alternatives,Mayflower (MA),1,1,1,3,60.0,55.0,15.0,180.00,18,15,3,-71.2362963,42.4002959,2451.0,3155.0,81334.0,1.0,8.1325,1985.0,37.0,0.0,Standard,2.0,2021-04-14
2250,P11100312,1,Flower,Vapes,Flower,Chroma,Cresco ,Sira Naturals Premium,2,2,1,5,140.0,140.0,45.0,575.00,15,15,3,-71.4166143,42.4473954,1742.0,725.0,135217.0,1.0,19.434,1984.0,38.0,0.0,Standard,2.0,2021-04-14
2251,P11207773,1,Edibles,Edibles,Concentrate,Sira Naturals Top-Shelf,Wicked Sour,Origyn,2,1,2,5,40.0,50.0,120.0,270.00,14,15,3,-71.205764,42.176014,2062.0,2761.0,75957.0,0.0,12.054,1976.0,46.0,1.0,Working Professional,0.0,2021-04-14
2252,P11062151,1,Edibles,Vapes,Vapes,Farm to Fam,Rythm,Fernway,1,1,1,3,30.0,100.0,60.0,235.00,13,15,3,-71.241617,42.467768,2420.0,2134.0,147924.0,1.0,21.902,1989.0,33.0,0.0,Standard,2.0,2021-04-14
2253,P11130063,1,No info,No info,No info,Cresco ,,,0,0,0,0,0.0,0.0,0.0,,20,15,3,-71.1466812,42.2846273,2131.0,11505.0,66735.0,0.0,16.254,1962.0,60.0,1.0,Working Professional,0.0,2021-04-14
2254,p11088972,1,Flower,Flower,Flower,Fernway,Root 90,Root 90,2,1,1,4,110.0,55.0,55.0,220.00,7,15,4,-71.25367,42.555717,1821.0,1829.0,87996.0,0.0,15.793,1985.0,37.0,1.0,Standard,2.0,2021-04-15
2255,P11091519,1,Flower,Concentrate,No info,Entourage,Origyn,,2,1,0,3,120.0,70.0,0.0,190.00,16,15,3,-71.1678509,42.4145385,2476.0,7897.0,95305.0,0.0,23.329,1953.0,69.0,0.0,Standard,2.0,2021-04-14
2256,P11135805,1,Edibles,Edibles,Edibles,,1906,1906,2,2,2,6,90.0,90.0,90.0,360.00,18,15,3,-71.2326971,42.2794153,2492.0,2092.0,137839.0,0.0,9.385,1963.0,59.0,0.0,Standard,2.0,2021-04-14
2257,P11050044,1,Edibles,No info,No info,Sira Naturals Prerolls,,,2,0,0,2,280.0,0.0,0.0,280.00,7,15,4,-71.2103416,42.5201551,1803.0,2094.0,94272.0,0.0,7.353,1957.0,65.0,1.0,Standard,2.0,2021-04-15
2258,P11020887,1,No info,No info,Edibles,Root 90,Cresco ,Wicked Sour,1,1,1,3,55.0,55.0,60.0,205.00,19,15,3,-71.4206945,42.2591036,1702.0,4598.0,53944.0,1.0,20.683,1973.0,49.0,1.0,Working Professional,0.0,2021-04-14
2259,P11186759,1,Flower,Flower,No info,Origyn,Nantucket Nuggets,Mayflower (MA),2,1,1,4,100.0,70.0,55.0,225.00,7,15,4,-71.124818,42.4137814,2155.0,7072.0,73567.0,0.0,4.8441,1976.0,46.0,2.0,Well-Off,1.0,2021-04-15
2260,P11111903,1,No info,No info,No info,Sira Naturals Top-Shelf,,,0,0,0,0,0.0,0.0,0.0,,10,15,4,-71.4118235,42.3644987,1776.0,729.0,170924.0,1.0,16.868,1957.0,65.0,0.0,Standard,2.0,2021-04-15
2261,P11161239,1,No info,No info,No info,Entourage,,,0,0,0,0,0.0,0.0,0.0,,20,15,3,-71.239556,42.369061,2453.0,8279.0,67382.0,0.0,18.209,1970.0,52.0,1.0,Standard,2.0,2021-04-14
2262,P11183665,1,Edibles,No info,Flower,Jimmy's Choice,Cresco ,Cresco ,1,2,1,4,40.0,110.0,55.0,205.00,12,15,3,-71.2346597,42.3715864,2453.0,8279.0,67382.0,0.0,0.91212,1979.0,43.0,1.0,Standard,2.0,2021-04-14
2263,P11075057,1,Flower,Flower,No info,Chroma,Nantucket Nuggets,,3,3,0,6,210.0,210.0,0.0,400.00,10,15,3,-71.1293252,42.4061307,2144.0,22082.0,78380.0,0.0,17.379,1994.0,28.0,1.0,Well-Off,1.0,2021-04-14
2264,P11120606,1,Flower,Flower,Edibles,Origyn,Nantucket Nuggets,Chroma,1,1,1,3,50.0,70.0,10.0,180.00,18,15,4,-71.144911,42.40211,2135.0,16236.0,48687.0,0.0,2.7463,1986.0,36.0,2.0,Well-Off,1.0,2021-04-15
2265,P11189173,1,No info,Pre-rolls,Pre-rolls,Sira Naturals Top-Shelf,Cresco ,Curaleaf,2,1,1,4,110.0,15.0,15.0,221.00,16,15,4,-71.165666,42.42358,2474.0,8620.0,87225.0,0.0,5.017,1979.0,43.0,1.0,Standard,2.0,2021-04-15
2266,P11081171,0,Flower,No info,Edibles,Sira Naturals Top-Shelf,Nantucket Nuggets,Wicked Sour,2,1,1,4,120.0,70.0,60.0,250.00,6,15,5,-71.195105,42.544671,1887.0,1315.0,99508.0,0.0,5.6521,1988.0,34.0,1.0,Standard,2.0,2021-04-16
2267,p11147977,1,Edibles,No info,Flower,Wicked Sour,Sira Naturals Reserve,Sira Naturals Top-Shelf,3,4,4,11,90.0,220.0,200.0,580.00,6,15,5,-71.132687,42.479264,1801.0,3075.0,75138.0,0.0,6.4317,1943.0,79.0,1.0,Well-Off,1.0,2021-04-16
2268,P11045315,1,Edibles,Flower,Pre-rolls,,Gibby's Garden,Resinate,2,1,1,4,120.0,15.0,15.0,150.00,17,15,4,-71.0857515,42.3688952,2141.0,18612.0,64326.0,0.0,5.0762,1988.0,34.0,0.0,Well-Off,1.0,2021-04-15
2269,P11199699,1,Flower,No info,Flower,Root 90,Good Chemistry Nurseries,Patriot Care,1,2,1,4,50.0,120.0,60.0,350.00,6,15,5,-71.083622,42.500143,2130.0,10618.0,75730.0,1.0,7.3967,1981.0,41.0,1.0,Well-Off,1.0,2021-04-16
2270,P11007960,1,Concentrate,Concentrate,Flower,Sira Naturals Limited Release,Origyn,Origyn,1,1,1,3,70.0,70.0,70.0,540.00,6,15,5,-71.0731297,42.3698228,2141.0,18612.0,64326.0,0.0,3.0766,1984.0,38.0,0.0,Well-Off,1.0,2021-04-16
2271,P11022252,1,Concentrate,Concentrate,Concentrate,Origyn,Middlesex Integrative Medicine,Middlesex Integrative Medicine,1,1,1,3,65.0,60.0,35.0,160.00,16,15,4,-71.0541275,42.378392,2129.0,12192.0,86346.0,1.0,3.0575,1985.0,37.0,0.0,Well-Off,1.0,2021-04-15
2272,P11079890,1,No info,No info,Concentrate,Fernway,Good Chemistry Nurseries,INSA,2,2,1,5,120.0,120.0,30.0,270.00,6,15,5,-71.0385177,42.4969826,1906.0,2468.0,76339.0,1.0,4.8905,1964.0,58.0,1.0,Well-Off,1.0,2021-04-16
2273,P11169663,1,Concentrate,Edibles,Flower,,The Heirloom Collective,Sira Naturals Limited Release,2,1,1,4,120.0,24.0,60.0,204.00,10,15,4,-71.0554178,42.3656284,2113.0,68665.0,66636.0,1.0,2.1587,1984.0,38.0,0.0,Well-Off,1.0,2021-04-15
2274,P11196857,1,No info,No info,No info,Chroma,Mayflower (MA),,3,2,0,5,165.0,110.0,0.0,275.00,12,15,4,-70.9621826,42.4664666,1905.0,7094.0,42490.0,1.0,8.1499,1966.0,56.0,1.0,Well-Off,1.0,2021-04-15
2275,P11193103,1,Flower,No info,Flower,Nantucket Nuggets,Nantucket Nuggets,Nantucket Nuggets,1,1,1,3,70.0,70.0,70.0,250.00,17,15,4,-71.025089,42.272966,2171.0,7215.0,64812.0,0.0,14.16,1975.0,47.0,0.0,Working Professional,0.0,2021-04-15
2276,P11184075,1,Flower,No info,Flower,,Nantucket Nuggets,Nantucket Nuggets,1,1,1,3,70.0,70.0,70.0,360.00,17,15,4,-71.028884,42.230646,2169.0,6137.0,58669.0,1.0,6.794,1987.0,35.0,2.0,Well-Off,1.0,2021-04-15
2277,P11149560,1,Edibles,Concentrate,Flower,,Origyn,Origyn,1,1,1,3,30.0,70.0,70.0,270.00,6,15,5,-71.060256,42.415595,2149.0,12128.0,49368.0,0.0,12.777,1967.0,55.0,2.0,Well-Off,1.0,2021-04-16
2278,P11116242,1,Flower,Flower,Vapes,Entourage,Sira Naturals Top-Shelf,Entourage,1,1,1,3,60.0,50.0,100.0,250.00,17,15,4,-71.0635756,42.4225269,2148.0,11797.0,53798.0,0.0,1.411,1989.0,33.0,2.0,Well-Off,1.0,2021-04-15
2279,P11135393,1,Tincture,Tincture,No info,Chroma,Sira Naturals,,1,1,0,2,45.0,120.0,0.0,165.00,11,15,4,-71.0902076,42.4251026,2155.0,7072.0,73567.0,1.0,2.5826,1963.0,59.0,2.0,Well-Off,1.0,2021-04-15
2280,P11148918,1,Concentrate,Flower,Edibles,Rythm,Sira Naturals Top-Shelf,Chroma,1,4,1,6,75.0,200.0,90.0,425.00,19,15,4,-71.0653533,42.2844298,2124.0,15913.0,48841.0,0.0,9.7636,1992.0,30.0,2.0,Well-Off,1.0,2021-04-15
2281,P11122217,1,Edibles,Edibles,Edibles,Entourage,1906,1906,1,1,1,3,60.0,3.0,45.0,163.00,6,15,5,-71.1438768,42.3769041,2138.0,13251.0,75446.0,1.0,10.794,1992.0,30.0,1.0,Well-Off,1.0,2021-04-16
2282,p11213735,1,Flower,Flower,Edibles,Chroma,Sira Naturals Limited Release,Wicked Sour,1,1,1,3,70.0,60.0,30.0,315.00,6,15,5,-71.130423,42.386865,2140.0,15262.0,71908.0,0.0,2.0724,1988.0,34.0,0.0,Well-Off,1.0,2021-04-16
2283,P11054589,1,Concentrate,Concentrate,Concentrate,Middlesex Integrative Medicine,Origyn,Origyn,1,2,1,4,60.0,120.0,60.0,220.00,13,15,4,-71.077371,42.341907,2118.0,24075.0,54152.0,1.0,11.177,1986.0,36.0,1.0,Well-Off,1.0,2021-04-15
2284,P11185495,1,Edibles,No info,No info,Sira Naturals Premium,,,4,0,0,4,240.0,0.0,0.0,240.00,16,15,4,-71.0866759,42.350328,2115.0,40159.0,27134.0,1.0,1.5654,1985.0,37.0,1.0,Well-Off,1.0,2021-04-15
2285,11172238,1,Vapes,Flower,Vapes,Origyn,Entourage,Entourage,1,1,1,3,65.0,65.0,65.0,195.00,6,15,5,-71.1012765,42.3442484,2215.0,34190.0,35659.0,1.0,2.0771,1986.0,36.0,1.0,Well-Off,1.0,2021-04-16
2286,P11075440,1,Edibles,Edibles,Edibles,Origyn,1906,1906,1,1,1,3,50.0,3.0,3.0,279.00,13,15,4,-71.154434,42.298213,2467.0,4616.0,115493.0,1.0,8.0457,1988.0,34.0,1.0,Standard,2.0,2021-04-15
2287,P11176859,1,Flower,Flower,No info,Sira Naturals Limited Release,Sira Naturals Top-Shelf,,4,4,0,8,200.0,200.0,0.0,400.00,10,15,5,-71.116132,42.396789,2116.0,32724.0,87653.0,0.0,1.3223,1957.0,65.0,1.0,Well-Off,1.0,2021-04-16
2288,P11169695,1,No info,No info,No info,Sira Naturals Limited Release,,,0,0,0,0,0.0,0.0,0.0,,20,15,4,-71.12695,42.26862,2136.0,6207.0,58890.0,1.0,4.7792,1951.0,71.0,1.0,Working Professional,0.0,2021-04-15
2289,P11191619,1,Flower,Flower,Flower,Betty's Eddies,Sira Naturals Top-Shelf,Sira Naturals Top-Shelf,1,1,1,3,50.0,50.0,50.0,215.00,6,15,5,-71.153239,42.245772,2026.0,2412.0,84704.0,1.0,5.292,1985.0,37.0,1.0,Working Professional,0.0,2021-04-16
2290,P11032598,1,Edibles,Edibles,Edibles,Entourage,Wicked Sour,Betty's Eddies,2,1,1,4,120.0,60.0,60.0,295.00,16,15,4,-71.179237,42.262643,2026.0,2412.0,84704.0,1.0,3.9493,1986.0,36.0,1.0,Working Professional,0.0,2021-04-15
2291,P11174119,1,Edibles,Flower,No info,Nantucket Nuggets,Nantucket Nuggets,Nantucket Nuggets,1,1,1,3,24.0,70.0,70.0,334.00,6,15,5,-71.342274,42.267301,1760.0,2214.0,95328.0,1.0,15.368,1974.0,48.0,1.0,Working Professional,0.0,2021-04-16
2292,P11081002,1,Vapes,Vapes,No info,Entourage,Entourage,,1,1,0,2,100.0,100.0,0.0,200.00,6,15,5,-71.14787,42.3419259,2135.0,16236.0,48687.0,0.0,25.37,1998.0,24.0,2.0,Well-Off,1.0,2021-04-16
2293,P11197224,1,Vapes,Vapes,Flower,Sira Naturals Limited Release,Entourage,Entourage,1,1,1,3,100.0,100.0,100.0,300.00,14,15,5,-71.124755,42.400789,2144.0,22082.0,78380.0,0.0,2.0991,1991.0,31.0,1.0,Well-Off,1.0,2021-04-16
2294,P11108887,1,Concentrate,Concentrate,Concentrate,Middlesex Integrative Medicine,CAC,Middlesex Integrative Medicine,1,1,1,3,60.0,65.0,60.0,185.00,18,15,5,-71.0724533,42.4271247,2148.0,11797.0,53798.0,0.0,8.0482,1991.0,31.0,2.0,Well-Off,1.0,2021-04-16
2295,p11204528,1,Flower,Flower,Flower,The Heirloom Collective,Sira Naturals Top-Shelf,Sira Naturals Top-Shelf,1,2,1,4,50.0,100.0,50.0,515.00,11,15,5,-71.0688585,42.4394819,2148.0,11797.0,53798.0,0.0,2.2421,1987.0,35.0,2.0,Well-Off,1.0,2021-04-16
2296,P11037610,1,Edibles,Edibles,Edibles,The Heirloom Collective,1906,1906,3,1,1,5,9.0,45.0,45.0,187.00,6,15,5,-71.105074,42.478912,2180.0,3561.0,76127.0,1.0,7.6633,1960.0,62.0,1.0,Well-Off,1.0,2021-04-16
2297,P11183665,1,Vapes,Vapes,Vapes,Sira Naturals Premium,Entourage,Origyn,1,1,1,3,65.0,65.0,65.0,390.00,12,15,5,-71.0829234,42.3041609,2121.0,14884.0,28238.0,1.0,16.755,1974.0,48.0,1.0,Well-Off,1.0,2021-04-16
2298,P11195093,1,Flower,Flower,Pre-rolls,Berkshire Roots,Mayflower (MA),Resinate,2,1,1,4,120.0,15.0,15.0,270.00,7,15,5,-71.12329,42.4780174,1801.0,3075.0,75138.0,0.0,1.8205,1960.0,62.0,1.0,Well-Off,1.0,2021-04-16
2299,p11170510,1,Flower,Flower,Pre-rolls,Nantucket Nuggets,Sira Naturals Top-Shelf,Sira Naturals Prerolls,1,1,2,4,60.0,50.0,30.0,181.05,14,15,5,-71.18011,42.499982,1803.0,2094.0,94272.0,1.0,6.982,1976.0,46.0,1.0,Well-Off,1.0,2021-04-16
2300,P11149318,0,Flower,Flower,Flower,Mayflower (MA),Sira Naturals Top-Shelf,Sira Naturals Top-Shelf,1,1,1,3,60.0,50.0,50.0,220.00,10,15,5,-71.052229,42.292515,2122.0,11554.0,50192.0,1.0,4.5743,1978.0,44.0,1.0,Well-Off,1.0,2021-04-16
2301,P11175572,1,No info,No info,No info,Root 90,,,0,0,0,0,0.0,0.0,0.0,,14,15,5,-71.195105,42.544671,1887.0,1315.0,99508.0,0.0,7.6371,1988.0,34.0,1.0,Standard,2.0,2021-04-16
2302,p11181405,1,Flower,Flower,Flower,1906,Sira Naturals Limited Release,Origyn,1,1,1,3,60.0,60.0,70.0,300.00,11,15,5,-71.0211,42.268456,2134.0,16212.0,37820.0,0.0,4.3891,1994.0,28.0,1.0,Well-Off,1.0,2021-04-16
2303,P11184886,1,No info,Flower,No info,Nantucket Nuggets,Sira Naturals Top-Shelf,Good Chemistry Nurseries,1,2,1,4,55.0,100.0,60.0,275.00,16,15,5,-71.281982,42.49004,1730.0,965.0,108818.0,0.0,12.908,1987.0,35.0,0.0,Standard,2.0,2021-04-16
2304,P11068773,1,Flower,Flower,Flower,INSA,Sira Naturals Top-Shelf,Nantucket Nuggets,4,4,2,10,200.0,200.0,140.0,540.00,6,15,5,-71.007208,42.257228,2169.0,6137.0,58669.0,1.0,2.2847,1987.0,35.0,2.0,Well-Off,1.0,2021-04-16
2305,P1123834,1,Flower,Flower,No info,Nantucket Nuggets,Sira Naturals Top-Shelf,,4,4,0,8,200.0,200.0,0.0,380.00,17,15,5,-70.977655,42.258425,2169.0,6137.0,58669.0,1.0,3.6903,1982.0,40.0,2.0,Well-Off,1.0,2021-04-16
2306,P11072155,1,Tincture,Edibles,Edibles,Nantucket Nuggets,Berkshire Roots,Betty's Eddies,1,1,1,3,120.0,60.0,60.0,485.00,14,15,5,-71.456205,42.464431,1720.0,1084.0,109578.0,1.0,18.69,1971.0,51.0,1.0,Standard,2.0,2021-04-16
2307,P11093599,1,Flower,Flower,Edibles,Origyn,Sira Naturals Limited Release,Betty's Eddies,2,2,1,5,120.0,120.0,60.0,280.00,6,15,5,-70.995883,42.247175,2108.0,27919.0,96921.0,0.0,3.512,1979.0,43.0,0.0,Well-Off,1.0,2021-04-16
2308,P1119494978,1,Flower,No info,No info,Sira Naturals Premium,Sira Naturals Reserve,,4,1,0,5,200.0,55.0,0.0,235.00,10,15,5,-70.964217,42.211562,2188.0,3928.0,68366.0,1.0,5.7899,1980.0,42.0,0.0,Working Professional,0.0,2021-04-16
2309,p11194008,1,Edibles,Flower,Flower,Nantucket Nuggets,Sira Naturals Limited Release,Sira Naturals Limited Release,1,1,1,3,50.0,60.0,60.0,170.00,7,15,6,-71.239009,42.406394,2126.0,12277.0,45238.0,1.0,23.334,1967.0,55.0,1.0,Working Professional,0.0,2021-04-17
